2.72017	2.64048	2.55686	2.4819	2.41475	2.35146	2.28618	2.22789	2.16452	2.11462	2.06607	2.0163	1.97385	1.93164	1.89502	1.85592	1.82418	1.78844	1.75889	1.73388	1.70695	1.68274	1.66144	1.64183	1.62265	1.6057	1.59154	1.57907	1.56745	1.55575	1.54858	1.54014	1.5365	1.53181	1.52811	1.53034	1.53224	1.53507	1.53859	1.54612	1.55228	1.56455	1.57498	1.58822	1.60159	1.61857	1.63454	1.65555	1.67543	1.70062	1.72633	1.7514	1.77898	1.81252	1.84696	1.88252	1.91833	1.96204	2.0075	2.05518	2.10211	2.15632	2.21168	2.26989	2.33118	2.39794	2.46509	2.53408	2.60806	2.6828	2.75612	
2.6574	2.57576	2.49603	2.42662	2.35513	2.29188	2.23044	2.17134	2.11556	2.06202	2.01612	1.97208	1.9264	1.88654	1.8488	1.81413	1.78121	1.74964	1.7212	1.69546	1.66851	1.64437	1.6213	1.6017	1.58508	1.56806	1.55327	1.54039	1.52868	1.51875	1.50999	1.50339	1.49766	1.49402	1.49141	1.49142	1.49248	1.49771	1.50144	1.50733	1.51466	1.52473	1.53533	1.54797	1.56332	1.5787	1.59664	1.6148	1.63634	1.66164	1.68735	1.71089	1.73966	1.77142	1.80282	1.83772	1.8763	1.91761	1.96039	2.00566	2.05396	2.10296	2.15915	2.21431	2.27787	2.34459	2.41046	2.4806	2.54957	2.62261	2.69071	
2.60183	2.52156	2.44163	2.36941	2.29898	2.2356	2.1746	2.11752	2.06478	2.01438	1.96481	1.92072	1.87916	1.84069	1.80561	1.76978	1.73922	1.70611	1.67746	1.65462	1.62772	1.6044	1.58141	1.56238	1.54576	1.52999	1.51537	1.50194	1.48937	1.47837	1.47093	1.46391	1.45703	1.45412	1.45309	1.45154	1.45196	1.45545	1.46039	1.46632	1.47378	1.48445	1.49653	1.50768	1.52432	1.53648	1.5555	1.57351	1.59643	1.62003	1.6432	1.66884	1.69814	1.72663	1.75984	1.79433	1.83227	1.86864	1.91187	1.95496	2.00292	2.05184	2.10652	2.16489	2.22271	2.28781	2.35487	2.42221	2.49593	2.56465	2.63083	
2.55164	2.4717	2.39483	2.3164	2.24782	2.18358	2.12634	2.06988	2.01451	1.96733	1.91904	1.87738	1.83677	1.79758	1.76069	1.72684	1.69664	1.66447	1.63577	1.61175	1.58864	1.56521	1.54229	1.52607	1.50669	1.48991	1.47662	1.46297	1.45023	1.4406	1.43172	1.42575	1.41914	1.41713	1.41432	1.41374	1.41458	1.4193	1.42326	1.42941	1.43639	1.44789	1.45734	1.46826	1.48414	1.49762	1.51645	1.534	1.55727	1.58011	1.60299	1.62823	1.65658	1.6845	1.71752	1.75115	1.785	1.82655	1.86375	1.91021	1.95594	2.00436	2.05887	2.11223	2.16989	2.23547	2.29683	2.3703	2.43742	2.50606	2.56997	
2.5051	2.42711	2.34621	2.27387	2.20204	2.14037	2.08019	2.02383	1.97337	1.92424	1.87883	1.83713	1.79631	1.75852	1.72166	1.6877	1.65612	1.62753	1.60029	1.5736	1.55007	1.52751	1.50471	1.48694	1.46803	1.45299	1.43929	1.42591	1.41389	1.40499	1.39606	1.38928	1.38384	1.38076	1.37688	1.37849	1.37741	1.38262	1.38739	1.39286	1.40032	1.41059	1.42091	1.43315	1.44601	1.4628	1.48134	1.49686	1.52032	1.54223	1.56485	1.58992	1.6188	1.64838	1.67929	1.71066	1.74615	1.78254	1.82313	1.8692	1.91399	1.9585	2.0105	2.06454	2.12181	2.18588	2.24752	2.31601	2.38643	2.45583	2.5186	
2.45699	2.38156	2.29853	2.22588	2.15874	2.09562	2.03982	1.98407	1.9353	1.88645	1.84026	1.7985	1.75911	1.72178	1.68852	1.65264	1.62264	1.5926	1.56599	1.5399	1.51488	1.49429	1.4713	1.45079	1.43445	1.41725	1.40215	1.39092	1.37935	1.37044	1.36149	1.35427	1.34849	1.34378	1.34342	1.34323	1.34443	1.34824	1.35295	1.35945	1.36677	1.37648	1.38725	1.39841	1.41195	1.42795	1.44539	1.46371	1.48363	1.50891	1.52859	1.55474	1.5817	1.61082	1.64083	1.67405	1.70788	1.74695	1.78444	1.82697	1.86968	1.91684	1.96792	2.01981	2.07839	2.13664	2.20102	2.26815	2.33722	2.40546	2.46822	
2.41115	2.33531	2.25849	2.18639	2.11923	2.05674	1.99751	1.94505	1.89567	1.84913	1.80516	1.76372	1.72664	1.68816	1.65543	1.62028	1.58979	1.56244	1.53397	1.5084	1.4834	1.46168	1.43994	1.42144	1.4045	1.38671	1.37126	1.35916	1.34927	1.33893	1.33021	1.3237	1.31775	1.31487	1.31291	1.31325	1.31416	1.31721	1.32181	1.32799	1.3354	1.34528	1.35556	1.3671	1.38069	1.39747	1.41556	1.43225	1.45217	1.47569	1.49847	1.5261	1.55069	1.58074	1.61141	1.64118	1.67821	1.71321	1.7503	1.79155	1.83276	1.87983	1.93089	1.97957	2.03744	2.09578	2.15904	2.2249	2.29325	2.36372	2.42606	
2.36628	2.29592	2.21697	2.15113	2.07786	2.01798	1.96408	1.91196	1.86299	1.81551	1.77138	1.73191	1.69392	1.65851	1.62344	1.5895	1.55995	1.53204	1.50547	1.47868	1.45401	1.43277	1.41051	1.39096	1.37435	1.35669	1.34329	1.3312	1.31861	1.30894	1.30027	1.29331	1.28868	1.28518	1.28293	1.28356	1.28466	1.28753	1.29278	1.29813	1.30654	1.31515	1.32556	1.33863	1.35088	1.36665	1.38484	1.40304	1.42232	1.44522	1.46805	1.49504	1.52068	1.54811	1.58017	1.61176	1.64564	1.68135	1.71924	1.75804	1.79986	1.84586	1.89574	1.94348	2.00115	2.06012	2.11979	2.18507	2.25106	2.32255	2.38346	
2.32914	2.2551	2.18038	2.11008	2.04359	1.98566	1.93025	1.87886	1.83142	1.78447	1.74393	1.70094	1.66468	1.62633	1.5928	1.56013	1.53008	1.50019	1.47507	1.44903	1.42714	1.40415	1.38164	1.36367	1.34615	1.3291	1.31596	1.30227	1.29085	1.28264	1.27434	1.26671	1.26302	1.25834	1.25634	1.25678	1.25686	1.26021	1.26563	1.27076	1.27903	1.28779	1.29842	1.3102	1.32438	1.33798	1.35636	1.37476	1.39438	1.4169	1.44017	1.46531	1.49184	1.51948	1.55072	1.58171	1.61471	1.65167	1.68966	1.73005	1.76996	1.81505	1.86227	1.91174	1.96808	2.02512	2.0844	2.14884	2.21686	2.28616	2.34452	
2.28777	2.22214	2.14711	2.07783	2.01268	1.95621	1.90059	1.84874	1.80093	1.75744	1.71603	1.675	1.6371	1.59927	1.56777	1.53394	1.50448	1.47501	1.44794	1.42235	1.39684	1.37571	1.35505	1.33751	1.3185	1.30242	1.28914	1.27577	1.26444	1.25557	1.24765	1.24149	1.23723	1.23242	1.23078	1.22979	1.2315	1.23535	1.2395	1.24398	1.25179	1.26116	1.27265	1.28415	1.2973	1.31324	1.32905	1.34718	1.36732	1.39001	1.41286	1.43896	1.46392	1.49167	1.52226	1.55503	1.58826	1.62366	1.66145	1.70002	1.74208	1.78603	1.83056	1.88002	1.93303	1.99093	2.04956	2.1124	2.17992	2.24658	2.3086	
