2.52735	2.43925	2.35312	2.29402	2.22718	2.16925	2.11099	2.06053	1.99992	1.95406	1.91195	1.87188	1.83064	1.7927	1.76278	1.73134	1.70192	1.66696	1.64394	1.62239	1.60141	1.5796	1.55593	1.543	1.52604	1.50928	1.49859	1.48883	1.47833	1.46751	1.46372	1.4558	1.45049	1.44806	1.44387	1.44659	1.44684	1.4468	1.45327	1.45939	1.46597	1.47493	1.4829	1.49492	1.50881	1.52175	1.53638	1.55674	1.57174	1.5917	1.61493	1.63895	1.66294	1.6927	1.72047	1.75523	1.78669	1.82698	1.86518	1.90699	1.94955	2.00073	2.04568	2.0982	2.15517	2.21273	2.27907	2.33967	2.40783	2.47338	2.55827	
2.46553	2.38285	2.30885	2.24511	2.1836	2.12676	2.06534	2.01302	1.96354	1.92046	1.87445	1.83362	1.79269	1.75814	1.72492	1.69319	1.66228	1.63617	1.6119	1.58835	1.56447	1.54524	1.52674	1.50972	1.49505	1.47963	1.46771	1.45784	1.44856	1.43831	1.43181	1.42455	1.41997	1.41809	1.41435	1.41426	1.41719	1.4202	1.42218	1.42792	1.43497	1.44373	1.45239	1.46345	1.47669	1.49168	1.50535	1.52267	1.54094	1.56319	1.58517	1.60648	1.63232	1.65922	1.68788	1.71826	1.75235	1.78884	1.82652	1.86606	1.91116	1.95362	2.00664	2.05594	2.11066	2.17276	2.23144	2.29565	2.35784	2.42497	2.50106	
2.404	2.32762	2.25898	2.19617	2.13454	2.08286	2.01967	1.96931	1.92242	1.87805	1.83429	1.79096	1.75671	1.71876	1.68771	1.65388	1.62889	1.59858	1.57486	1.55414	1.53289	1.50928	1.49208	1.47406	1.46136	1.44694	1.43413	1.42356	1.41326	1.40417	1.39785	1.39342	1.38611	1.38284	1.3829	1.38197	1.38186	1.38384	1.38919	1.39312	1.40099	1.40963	1.41937	1.42892	1.44405	1.45516	1.47223	1.48676	1.5081	1.52866	1.54776	1.57194	1.59637	1.62168	1.65136	1.6824	1.71531	1.75001	1.78889	1.8258	1.86924	1.911	1.96004	2.00929	2.06271	2.1205	2.18479	2.24394	2.30869	2.3702	2.44337	
2.34598	2.27516	2.21232	2.14816	2.086	2.02517	1.97658	1.92596	1.87631	1.83384	1.79224	1.75212	1.71649	1.68027	1.64692	1.61733	1.59063	1.56069	1.53582	1.51436	1.49367	1.47327	1.45391	1.43966	1.42461	1.41181	1.40019	1.38918	1.37808	1.36905	1.36124	1.35634	1.35217	1.35063	1.34657	1.34697	1.34681	1.35143	1.35572	1.36198	1.36601	1.37583	1.38512	1.39323	1.40689	1.42018	1.43647	1.45186	1.47079	1.49262	1.51168	1.53487	1.55686	1.58378	1.61319	1.64293	1.67347	1.71202	1.74199	1.78219	1.82551	1.86781	1.9157	1.96132	2.01238	2.07178	2.12796	2.19826	2.25823	2.31582	2.38159	
2.30526	2.23247	2.16565	2.10715	2.04226	1.98624	1.93178	1.87978	1.83745	1.79275	1.75314	1.71321	1.67795	1.64306	1.61302	1.58118	1.55356	1.52955	1.5049	1.48104	1.45896	1.43992	1.41916	1.40406	1.3904	1.37566	1.36353	1.35232	1.34506	1.33769	1.32779	1.32378	1.31864	1.31633	1.3132	1.31312	1.3143	1.31908	1.32403	1.32839	1.33346	1.34342	1.35342	1.36235	1.37326	1.38926	1.40421	1.41601	1.43703	1.45689	1.47685	1.49858	1.52588	1.54983	1.57568	1.60402	1.63625	1.66945	1.70455	1.74632	1.78476	1.82509	1.87041	1.91913	1.97269	2.02632	2.08417	2.14303	2.20744	2.26702	2.335	
2.25957	2.19232	2.12417	2.06037	2.00001	1.94339	1.89568	1.84366	1.80194	1.75933	1.71816	1.67995	1.64567	1.61185	1.5814	1.55174	1.5239	1.49937	1.47477	1.45255	1.4303	1.4126	1.39209	1.375	1.36	1.34487	1.33262	1.32334	1.31467	1.30728	1.30035	1.29374	1.28886	1.28487	1.28491	1.28351	1.28637	1.29016	1.29386	1.30015	1.30589	1.31529	1.32333	1.33277	1.34381	1.35669	1.37473	1.38979	1.40669	1.42968	1.44434	1.46778	1.49382	1.51853	1.54657	1.57405	1.60357	1.63849	1.67183	1.71108	1.7472	1.78924	1.83257	1.87982	1.93097	1.9842	2.04169	2.10176	2.16669	2.22244	2.29105	
2.21941	2.15343	2.0898	2.02643	1.96942	1.90913	1.85677	1.80863	1.76321	1.72314	1.68543	1.64815	1.61709	1.58182	1.55284	1.52495	1.49538	1.4709	1.44767	1.42489	1.40434	1.38474	1.36651	1.34964	1.33517	1.32118	1.30712	1.29781	1.28912	1.28059	1.2721	1.26774	1.26211	1.25979	1.25853	1.25763	1.259	1.26352	1.26723	1.2726	1.27703	1.28629	1.29518	1.30592	1.31711	1.33282	1.34877	1.36348	1.38047	1.39998	1.41984	1.44338	1.4679	1.49209	1.51868	1.5452	1.57822	1.60867	1.64248	1.6776	1.71481	1.75667	1.79967	1.84481	1.89588	1.94788	2.00564	2.06394	2.1271	2.18614	2.25066	
2.18622	2.12016	2.05128	1.99552	1.93251	1.87607	1.8246	1.77552	1.7342	1.69157	1.65453	1.61766	1.58589	1.55548	1.52471	1.49485	1.46923	1.44462	1.42265	1.39903	1.3787	1.36118	1.34023	1.32434	1.31079	1.29519	1.28506	1.27303	1.26385	1.25617	1.24786	1.24355	1.24004	1.2371	1.23324	1.23225	1.235	1.23788	1.24159	1.24584	1.253	1.26055	1.26867	1.28099	1.29137	1.30603	1.32138	1.3364	1.35271	1.37303	1.39346	1.41878	1.44085	1.46467	1.49362	1.51909	1.54965	1.5792	1.61738	1.64912	1.6873	1.72592	1.77138	1.81069	1.86297	1.91632	1.96923	2.02983	2.09123	2.15175	2.21389	
2.14729	2.07888	2.01934	1.95632	1.90285	1.84486	1.79598	1.75036	1.7063	1.66388	1.62829	1.59176	1.55768	1.5242	1.4968	1.46875	1.44206	1.41581	1.39433	1.37197	1.35282	1.33407	1.31467	1.29878	1.28536	1.27155	1.26004	1.24771	1.24011	1.23239	1.2273	1.21987	1.21793	1.21267	1.21105	1.21276	1.21226	1.21379	1.2191	1.22206	1.22931	1.23543	1.24612	1.25574	1.26716	1.27862	1.29609	1.3105	1.32822	1.34833	1.36986	1.39209	1.41386	1.43837	1.46717	1.4934	1.52302	1.55391	1.58863	1.62246	1.65874	1.69808	1.73948	1.78261	1.83649	1.88322	1.9396	1.99646	2.05552	2.11568	2.183	
2.1116	2.05049	1.98909	1.93262	1.87417	1.822	1.77188	1.72299	1.68136	1.64058	1.60525	1.56905	1.53469	1.50259	1.47419	1.44548	1.41843	1.3927	1.36989	1.34777	1.32649	1.30844	1.2928	1.27568	1.26058	1.24762	1.23782	1.22506	1.21742	1.21049	1.20413	1.19888	1.19607	1.19176	1.19074	1.19107	1.19148	1.19472	1.19846	1.2012	1.2071	1.21427	1.22456	1.23406	1.24471	1.25862	1.27172	1.28642	1.30427	1.32368	1.34537	1.36658	1.39051	1.41389	1.44114	1.46936	1.49898	1.53092	1.5633	1.59606	1.63301	1.67301	1.71078	1.756	1.80193	1.85492	1.90726	1.96498	2.02357	2.08151	2.14604	
2.08557	2.02322	1.95883	1.90326	1.84571	1.79387	1.74335	1.69871	1.65551	1.6171	1.58093	1.54668	1.5125	1.47986	1.4506	1.42296	1.39715	1.37026	1.3467	1.32566	1.30646	1.28762	1.26872	1.25578	1.23821	1.22682	1.21558	1.20465	1.19667	1.18901	1.18167	1.17768	1.17403	1.17188	1.17045	1.1691	1.17166	1.17457	1.17735	1.18079	1.18661	1.19584	1.20395	1.21465	1.22401	1.23804	1.249	1.26603	1.28248	1.30316	1.32103	1.34329	1.36688	1.39228	1.41902	1.44659	1.4778	1.50722	1.54051	1.57469	1.60947	1.64763	1.68925	1.72978	1.77821	1.82636	1.87719	1.93267	1.99891	2.04913	2.11469	
2.05285	1.99248	1.9332	1.87743	1.82066	1.76672	1.72089	1.67492	1.63537	1.59526	1.55852	1.52608	1.49152	1.461	1.43271	1.40399	1.37747	1.35193	1.32868	1.30728	1.28579	1.2672	1.24894	1.23401	1.21729	1.20586	1.19419	1.18512	1.17529	1.17002	1.16398	1.1588	1.15427	1.15174	1.15003	1.14967	1.15278	1.15514	1.1573	1.16234	1.16843	1.17664	1.18541	1.1967	1.20504	1.21816	1.23209	1.2458	1.26352	1.28172	1.30101	1.32359	1.34595	1.37224	1.39834	1.42362	1.45472	1.48535	1.51627	1.54954	1.58439	1.62115	1.66324	1.70551	1.74891	1.80132	1.85054	1.90659	1.96608	2.02426	2.08355	
2.02328	1.96419	1.9062	1.85191	1.79851	1.74232	1.69735	1.65535	1.61161	1.57329	1.53798	1.50306	1.47043	1.44034	1.41176	1.38577	1.35857	1.3328	1.3099	1.28738	1.2659	1.24687	1.22863	1.21331	1.2012	1.18764	1.1763	1.16598	1.15828	1.14915	1.14273	1.14064	1.13619	1.13108	1.12982	1.13184	1.13087	1.13489	1.13857	1.14478	1.15016	1.15605	1.16648	1.17709	1.18687	1.19945	1.21279	1.22637	1.24523	1.26389	1.28491	1.30555	1.32865	1.35188	1.38065	1.4053	1.43499	1.46402	1.49651	1.52702	1.56331	1.60189	1.64032	1.68061	1.72647	1.77901	1.82616	1.88424	1.94421	1.99788	2.05409	
