4.0417	3.73822	3.49544	3.33694	3.19011	3.02627	2.90375	2.76461	2.63036	2.55406	2.44628	2.325	2.25715	2.1812	2.10749	2.06664	2.02918	2.02143	2.02537	2.0373	2.08878	2.15252	2.18377	2.29656	2.38533	2.4673	2.56992	2.69396	2.81461	2.96556	3.12304	3.25357	3.42538	3.60178	3.86848	
3.82327	3.55727	3.31476	3.16087	3.01492	2.86622	2.73799	2.61115	2.50557	2.38943	2.30426	2.18924	2.11209	2.0409	1.97161	1.92304	1.90474	1.88099	1.88581	1.9131	1.95804	1.99537	2.05897	2.14416	2.23482	2.31557	2.41242	2.53766	2.66078	2.80239	2.94279	3.07772	3.28576	3.41211	3.73618	
3.68956	3.43012	3.22598	3.07851	2.91224	2.75832	2.63745	2.51248	2.38383	2.28301	2.17628	2.09558	2.00716	1.92299	1.8724	1.80908	1.78305	1.77615	1.77435	1.80176	1.84262	1.88267	1.95647	2.03343	2.11492	2.22214	2.31211	2.41447	2.55162	2.68089	2.81659	2.97881	3.13759	3.31106	3.56544	
3.60043	3.29447	3.1281	2.95472	2.80622	2.65233	2.51531	2.40308	2.28571	2.16806	2.08493	1.98718	1.8904	1.82274	1.74955	1.7138	1.6773	1.65996	1.66176	1.68546	1.72814	1.78315	1.84671	1.90969	2.01778	2.10734	2.21058	2.31993	2.44312	2.56323	2.71324	2.86974	3.01217	3.18364	3.44834	
3.4944	3.18897	3.01956	2.84047	2.70288	2.57792	2.42984	2.31364	2.18436	2.08151	1.97739	1.8752	1.80256	1.72742	1.654	1.61039	1.57361	1.55999	1.57075	1.59436	1.63267	1.68962	1.75464	1.83626	1.92068	2.01001	2.10796	2.21288	2.33005	2.47241	2.60545	2.76068	2.91457	3.05816	3.34174	
3.39149	3.10273	2.9251	2.75049	2.59793	2.47017	2.33903	2.20768	2.08983	1.97884	1.89331	1.78113	1.70036	1.62839	1.55688	1.51139	1.48563	1.47064	1.47671	1.49803	1.53581	1.58707	1.6534	1.7373	1.82409	1.91307	2.02055	2.1215	2.2596	2.38317	2.52217	2.66515	2.80634	2.96817	3.2259	
3.29018	3.03152	2.83916	2.66993	2.51518	2.39115	2.25233	2.11921	2.00081	1.90049	1.8034	1.70403	1.60806	1.53571	1.47713	1.42226	1.3987	1.38459	1.38673	1.40711	1.45336	1.50517	1.56564	1.65153	1.72882	1.83698	1.94855	2.05036	2.15998	2.30244	2.42863	2.58386	2.7021	2.86052	3.13131	
3.20787	2.925	2.75925	2.59688	2.43856	2.30646	2.18065	2.04513	1.94166	1.83048	1.72265	1.61955	1.5271	1.45578	1.39775	1.34408	1.31337	1.29897	1.30133	1.33096	1.37368	1.42384	1.48949	1.56888	1.65598	1.75037	1.85646	1.96965	2.09316	2.2198	2.35264	2.49917	2.6357	2.81077	3.03999	
3.102	2.85344	2.67581	2.52644	2.37016	2.24044	2.09072	1.97844	1.85859	1.74642	1.63982	1.53455	1.45956	1.38064	1.31629	1.26442	1.23259	1.21724	1.22408	1.25	1.29054	1.34074	1.41606	1.48905	1.57078	1.67946	1.78735	1.89368	2.02523	2.14272	2.27384	2.41587	2.55121	2.70995	2.97404	
3.03992	2.76797	2.58971	2.45057	2.30512	2.16449	2.0408	1.91462	1.79135	1.6871	1.57748	1.47483	1.39129	1.31265	1.2522	1.19186	1.16075	1.14528	1.15993	1.18236	1.2234	1.28192	1.34672	1.43051	1.51591	1.60736	1.72385	1.82701	1.97117	2.08209	2.20421	2.36463	2.48573	2.63874	2.90465	
