3.2398	2.99873	2.78398	2.62251	2.45035	2.29061	2.13825	1.96884	1.83606	1.70389	1.56509	1.44555	1.34316	1.25414	1.18183	1.11761	1.08552	1.07054	1.07639	1.09678	1.14988	1.21753	1.30126	1.3964	1.49652	1.61939	1.74435	1.87585	2.00301	2.15801	2.29689	2.43949	2.59957	2.79252	2.98737	
3.17279	2.94335	2.74091	2.55291	2.37963	2.2385	2.07983	1.91741	1.77879	1.64357	1.50838	1.39595	1.2911	1.20437	1.13005	1.06895	1.03384	1.02543	1.02073	1.04749	1.10608	1.16661	1.25569	1.34095	1.45572	1.57125	1.69823	1.83133	1.96321	2.11776	2.2503	2.38658	2.56371	2.71322	2.92427	
3.11761	2.89395	2.69809	2.53131	2.37099	2.20891	2.04942	1.88798	1.74979	1.60506	1.47717	1.37099	1.2648	1.18016	1.09852	1.04163	1.00362	1.00199	0.996975	1.01977	1.07124	1.13742	1.2206	1.319	1.41907	1.54153	1.67738	1.79578	1.9399	2.08882	2.22581	2.37944	2.53389	2.68921	2.89634	
3.11583	2.88987	2.6882	2.50892	2.36797	2.19064	2.04284	1.87836	1.74317	1.59387	1.47215	1.37089	1.26239	1.17293	1.09626	1.03553	1.00452	0.999933	0.996301	1.02311	1.06323	1.13161	1.21253	1.31171	1.4095	1.53004	1.6518	1.78652	1.93896	2.07301	2.21721	2.36833	2.527	2.68733	2.88619	
3.13353	2.87162	2.69174	2.54112	2.3622	2.2038	2.04395	1.89115	1.7426	1.61001	1.48189	1.37353	1.26947	1.18065	1.10155	1.04444	1.01124	1.00018	1.00357	1.02833	1.07048	1.13805	1.21988	1.31183	1.41241	1.53452	1.66167	1.78995	1.93232	2.08056	2.22962	2.37354	2.52394	2.69269	2.89592	
3.19854	2.90783	2.73325	2.57813	2.37945	2.21993	2.07569	1.93388	1.77894	1.64385	1.51674	1.40527	1.2986	1.21191	1.1329	1.07155	1.04292	1.03224	1.02906	1.05248	1.1069	1.16989	1.25039	1.34643	1.4446	1.56609	1.6934	1.82448	1.9649	2.10229	2.26089	2.40145	2.56118	2.72146	2.9002	
3.2191	2.98151	2.78367	2.60872	2.4287	2.27743	2.12362	1.9714	1.81807	1.68557	1.56639	1.45224	1.35619	1.26205	1.18564	1.12897	1.08988	1.07356	1.0764	1.10354	1.15419	1.21944	1.29586	1.39461	1.49702	1.61856	1.74011	1.86042	2.00776	2.15985	2.29426	2.43421	2.5965	2.79996	2.98076	
3.27808	3.05661	2.85721	2.66984	2.50561	2.34474	2.19181	2.0316	1.89413	1.75034	1.62214	1.51391	1.41529	1.32807	1.25853	1.19184	1.16	1.14423	1.14322	1.16813	1.21764	1.28229	1.36767	1.46107	1.56031	1.68318	1.8044	1.93576	2.07739	2.21959	2.36554	2.51457	2.67123	2.84257	3.05435	
3.3789	3.15113	2.91763	2.75264	2.57399	2.42659	2.26401	2.10711	1.95767	1.81767	1.70115	1.58604	1.49099	1.40062	1.32501	1.26511	1.22623	1.21407	1.21639	1.24463	1.28453	1.35626	1.42783	1.53299	1.63328	1.74962	1.87918	2.01528	2.13183	2.28993	2.43569	2.58552	2.75138	2.93063	3.122	
3.49916	3.23972	3.04516	2.83396	2.64934	2.49439	2.34626	2.19008	2.04978	1.89709	1.78295	1.66642	1.5758	1.4836	1.40757	1.35075	1.31517	1.29693	1.30241	1.32782	1.37783	1.44092	1.51519	1.60432	1.71652	1.82717	1.952	2.09144	2.22107	2.37029	2.52194	2.68669	2.842	3.02141	3.23747	
3.6607	3.36838	3.15943	2.93976	2.7835	2.60355	2.43903	2.27933	2.1501	2.00783	1.8806	1.75277	1.66564	1.5684	1.49579	1.43876	1.41098	1.39462	1.39888	1.4166	1.4669	1.52842	1.61508	1.70421	1.80464	1.92652	2.03715	2.17635	2.31836	2.46281	2.60852	2.77126	2.94629	3.12554	3.35695	
3.80198	3.499	3.2911	3.09033	2.89076	2.71339	2.55774	2.38282	2.24763	2.11645	1.97371	1.86682	1.74897	1.67388	1.58971	1.53975	1.50861	1.49345	1.49273	1.52122	1.56568	1.62844	1.71088	1.80331	1.91321	2.03308	2.14841	2.27978	2.40721	2.56954	2.72153	2.8754	3.06406	3.28284	3.48867	
3.93099	3.67027	3.44003	3.20202	3.03632	2.83299	2.675	2.50627	2.3668	2.21817	2.08317	1.96908	1.86321	1.7761	1.7006	1.62753	1.6162	1.60378	1.59082	1.62857	1.67902	1.74422	1.81859	1.90323	2.01547	2.12169	2.25331	2.37345	2.50959	2.66999	2.83602	3.02863	3.17817	3.40687	3.61093	
4.11747	3.83878	3.60167	3.37199	3.1653	2.9762	2.79153	2.63024	2.47877	2.33182	2.21424	2.08297	1.99447	1.8918	1.8257	1.75931	1.73692	1.71651	1.72047	1.74927	1.78976	1.85364	1.9368	2.03312	2.1239	2.24963	2.36755	2.50418	2.66401	2.81557	2.98376	3.13506	3.3534	3.5396	3.80698	
4.33969	4.01286	3.75932	3.53851	3.32712	3.11973	2.9302	2.77209	2.61489	2.46959	2.33676	2.20902	2.11174	2.0137	1.93991	1.88049	1.85016	1.83626	1.83808	1.85753	1.91388	1.9711	2.05443	2.1511	2.25884	2.37142	2.4849	2.62301	2.77979	2.93075	3.12074	3.30736	3.49205	3.71085	3.94486	
4.57955	4.23067	3.91028	3.71687	3.48876	3.28615	3.08759	2.90902	2.76182	2.60603	2.45011	2.33882	2.24123	2.13286	2.07123	2.00509	1.97444	1.94712	1.95564	1.98973	2.02476	2.08472	2.1582	2.26249	2.37145	2.48578	2.62973	2.76877	2.92642	3.09079	3.27618	3.46821	3.6671	3.87715	4.13989	
4.94864	4.54432	4.15393	3.89057	3.67844	3.45828	3.26332	3.10287	2.90502	2.75175	2.60527	2.47535	2.35529	2.2712	2.2017	2.13509	2.12224	2.08182	2.09869	2.12852	2.17515	2.23253	2.30313	2.39899	2.52537	2.64953	2.76723	2.92217	3.09933	3.26059	3.45878	3.66611	3.85074	4.05226	4.39649	
