4.34747	4.02211	3.77681	3.55424	3.37107	3.18279	2.99899	2.83997	2.69082	2.54639	2.44084	2.31803	2.22395	2.15756	2.08599	2.03046	1.99921	1.98446	1.98422	2.01483	2.05634	2.11624	2.17643	2.26061	2.36276	2.46798	2.59636	2.73462	2.88795	3.05181	3.24702	3.41919	3.61771	3.81328	4.08048	
4.14761	3.83145	3.59147	3.38307	3.19727	3.00318	2.83927	2.67947	2.54604	2.40841	2.30066	2.18888	2.09699	2.02554	1.94664	1.90263	1.86353	1.86009	1.86721	1.8858	1.93079	1.98013	2.05441	2.13453	2.2342	2.34186	2.45228	2.58667	2.73419	2.89697	3.06106	3.23287	3.44301	3.62209	3.90234	
3.97373	3.66765	3.43341	3.2421	3.04307	2.87602	2.72177	2.5556	2.41448	2.28255	2.17267	2.07592	1.98013	1.90688	1.8429	1.7872	1.76068	1.74873	1.74857	1.78137	1.81243	1.86492	1.94028	2.02305	2.11444	2.22315	2.33194	2.46153	2.60423	2.75297	2.9251	3.09878	3.27504	3.45563	3.71579	
3.82575	3.51288	3.2923	3.10482	2.90707	2.73138	2.57928	2.43134	2.31157	2.18043	2.06805	1.95902	1.86978	1.79268	1.73372	1.68395	1.64718	1.63794	1.64146	1.66642	1.70578	1.76414	1.8338	1.90955	2.00439	2.11108	2.23039	2.34317	2.48365	2.6323	2.78823	2.96245	3.12851	3.32073	3.57795	
3.65979	3.37496	3.16279	2.97336	2.79033	2.63425	2.47523	2.33323	2.20264	2.07156	1.96294	1.87009	1.77542	1.70007	1.63088	1.58606	1.54909	1.53705	1.54214	1.57051	1.60727	1.66531	1.73407	1.81505	1.90407	2.01234	2.11549	2.23344	2.37334	2.51798	2.66994	2.84599	3.01239	3.18648	3.45492	
3.52081	3.24342	3.04283	2.84773	2.66853	2.51679	2.35736	2.22702	2.0895	1.9715	1.87122	1.76319	1.67192	1.59685	1.5344	1.48763	1.45427	1.44586	1.45001	1.47546	1.51193	1.56609	1.63392	1.7229	1.81014	1.90225	2.0188	2.13938	2.26538	2.39877	2.55268	2.7219	2.89126	3.05138	3.30386	
3.41034	3.11975	2.91362	2.73138	2.57089	2.41814	2.25896	2.12575	1.99609	1.88406	1.77654	1.67426	1.58978	1.51073	1.45023	1.40071	1.37162	1.35429	1.36001	1.38239	1.42612	1.48093	1.54433	1.62227	1.71446	1.8218	1.92774	2.04778	2.17653	2.30988	2.4546	2.61077	2.76594	2.93636	3.17448	
3.27784	2.99475	2.79803	2.63531	2.46951	2.31561	2.17422	2.04539	1.91592	1.79735	1.68739	1.59132	1.50242	1.4287	1.36857	1.32043	1.28452	1.26934	1.27619	1.29909	1.33991	1.39739	1.46865	1.54525	1.63194	1.73253	1.84335	1.95914	2.08973	2.22375	2.35796	2.50038	2.66266	2.83217	3.06822	
3.16556	2.90309	2.71198	2.54108	2.38034	2.23044	2.09171	1.95772	1.8338	1.71404	1.60814	1.51132	1.42983	1.35169	1.29114	1.24136	1.20965	1.1928	1.20196	1.22538	1.26436	1.32508	1.38922	1.46853	1.55649	1.65619	1.76892	1.88521	2.01604	2.13797	2.27825	2.42635	2.57628	2.73555	2.96714	
3.08378	2.80578	2.62055	2.45819	2.31374	2.17043	2.02807	1.89119	1.77323	1.65752	1.54676	1.45128	1.36301	1.28616	1.22293	1.17252	1.14012	1.12837	1.13762	1.15904	1.20075	1.25944	1.32452	1.40661	1.49615	1.5968	1.70555	1.8181	1.9505	2.08061	2.21374	2.36217	2.50327	2.66702	2.89021	
3.00951	2.74768	2.56837	2.40063	2.26232	2.11734	1.97727	1.84825	1.71998	1.60307	1.49644	1.40091	1.31042	1.23579	1.17099	1.11832	1.08761	1.07367	1.08186	1.1057	1.14936	1.20543	1.27982	1.35968	1.44782	1.54953	1.65333	1.76773	1.89556	2.02565	2.16222	2.30355	2.44651	2.60399	2.821	
2.95639	2.68568	2.51338	2.35444	2.2087	2.06938	1.92327	1.79181	1.66801	1.55764	1.45337	1.35639	1.26989	1.1922	1.12838	1.07379	1.0432	1.03283	1.03741	1.0611	1.10355	1.16072	1.23422	1.3127	1.40396	1.50838	1.61384	1.73332	1.86096	1.98903	2.11691	2.24383	2.39858	2.55312	2.76021	
2.91186	2.6619	2.49103	2.3342	2.17284	2.03563	1.89971	1.76649	1.64983	1.53264	1.428	1.33451	1.24306	1.16565	1.09731	1.05088	1.01973	1.00721	1.01406	1.0356	1.07987	1.1371	1.20949	1.29138	1.38046	1.47869	1.58733	1.70107	1.82696	1.95233	2.0848	2.22504	2.36629	2.51488	2.7319	
2.87529	2.6341	2.47095	2.31767	2.16957	2.02481	1.8847	1.76168	1.63339	1.52303	1.41871	1.32538	1.23663	1.16019	1.09221	1.03868	1.01132	1	1.00656	1.02975	1.06988	1.12678	1.19911	1.2834	1.37467	1.46897	1.58278	1.69327	1.80958	1.94389	2.07771	2.21233	2.35278	2.49787	2.72046	
2.89743	2.66406	2.484	2.33155	2.18197	2.02889	1.89304	1.76324	1.64152	1.53123	1.42463	1.33384	1.24746	1.16842	1.10075	1.04948	1.02228	1.00633	1.01516	1.03652	1.07677	1.13625	1.20563	1.28935	1.37746	1.47656	1.58802	1.69841	1.82552	1.95096	2.08596	2.21606	2.36859	2.51423	2.73145	
2.92943	2.68308	2.5065	2.35666	2.19867	2.05745	1.92048	1.79357	1.67253	1.5534	1.4535	1.35891	1.27128	1.19713	1.12651	1.08123	1.04581	1.0365	1.03926	1.06201	1.1067	1.16132	1.23367	1.31547	1.40183	1.5024	1.6088	1.72271	1.85175	1.97251	2.10853	2.2409	2.39342	2.53274	2.75371	
2.98586	2.73233	2.55667	2.39341	2.24612	2.09999	1.95788	1.83323	1.70851	1.59292	1.48645	1.39995	1.31272	1.23552	1.17369	1.12226	1.0908	1.07742	1.08094	1.10786	1.14916	1.20571	1.27633	1.35431	1.44617	1.54545	1.65336	1.76173	1.88172	2.0167	2.14389	2.28068	2.42329	2.5831	2.79837	
3.05497	2.80199	2.61298	2.44853	2.30419	2.15901	2.01725	1.8798	1.76208	1.64926	1.54533	1.44988	1.36666	1.29458	1.23241	1.18099	1.14675	1.13492	1.13899	1.16218	1.20368	1.25887	1.33039	1.40639	1.49951	1.59633	1.70435	1.81943	1.9374	2.06681	2.20385	2.34345	2.49261	2.6491	2.85929	
3.12872	2.86317	2.67925	2.51959	2.36359	2.22511	2.07858	1.94741	1.82193	1.70107	1.59885	1.50974	1.42626	1.35275	1.287	1.24052	1.2089	1.19809	1.20368	1.22363	1.26595	1.32134	1.38451	1.46866	1.55635	1.64875	1.76482	1.87543	1.99482	2.1294	2.26939	2.40685	2.55986	2.71806	2.93785	
3.23081	2.95833	2.77131	2.59137	2.43761	2.2989	2.15394	2.01692	1.8957	1.78128	1.67533	1.57748	1.50003	1.42364	1.36321	1.31353	1.28654	1.26971	1.27674	1.30112	1.33963	1.39401	1.45857	1.53469	1.62583	1.72548	1.8318	1.95027	2.06975	2.19968	2.34752	2.49586	2.64124	2.79917	3.05557	
3.35497	3.05553	2.8697	2.69466	2.53293	2.38994	2.23451	2.10103	1.97861	1.86308	1.75214	1.6591	1.57149	1.49804	1.43693	1.39034	1.36315	1.35136	1.35711	1.37511	1.42057	1.46874	1.53811	1.61435	1.70814	1.80609	1.91585	2.02815	2.15209	2.28234	2.42551	2.57247	2.7493	2.91135	3.15898	
